0.059735 -0.955999 -0.795466 -0.999975 0.900597 -0.828087 -0.997949 0.985133 -0.751477 -0.999266 -0.981913 0.794062 0.989891 -0.826949 -0.863110 -0.999863 0.522603 0.999973 0.999919 -0.708820 
0.109401 1.000000 -0.935962 -1.000000 -0.389503 -1.000000 1.000000 -0.964398 0.999999 0.994408 1.000000 0.999708 -1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 -0.026761 
0.082105 1.000000 0.999983 -0.999996 0.199344 1.000000 -0.675681 -0.938825 1.000000 -1.000000 -0.990930 1.000000 1.000000 1.000000 0.998942 -1.000000 1.000000 0.918523 -1.000000 1.000000 
0.209602 -1.000000 1.000000 1.000000 -1.000000 1.000000 0.999091 1.000000 0.280257 -0.124057 0.042266 -0.907139 1.000000 0.999921 1.000000 -1.000000 1.000000 0.999877 1.000000 1.000000 
0.204857 -0.999865 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -0.505214 -0.999992 -0.989172 0.999179 1.000000 1.000000 -1.000000 -1.000000 0.987319 1.000000 0.994982 1.000000 
0.168580 1.000000 -0.991212 0.988291 -1.000000 1.000000 0.641190 1.000000 0.858714 -0.996531 -1.000000 -0.964888 0.999999 1.000000 1.000000 -0.495811 -1.000000 -0.779648 1.000000 1.000000 
0.225897 0.994619 0.397918 0.999652 -1.000000 1.000000 -0.673048 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 0.999902 1.000000 -1.000000 -1.000000 -0.999862 1.000000 1.000000 
0.252071 1.000000 0.999996 0.999834 -0.999990 0.887268 0.999608 0.998985 1.000000 1.000000 -0.999999 -1.000000 -0.990778 1.000000 0.999582 -1.000000 -1.000000 -1.000000 0.999996 0.999998 
0.160759 1.000000 -1.000000 -0.999998 0.994084 0.757066 -0.983658 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 0.971553 -1.000000 -1.000000 0.999994 1.000000 1.000000 
0.179021 1.000000 -0.999943 1.000000 1.000000 0.999976 -1.000000 -0.505900 -0.999967 1.000000 -0.999999 -0.999922 1.000000 1.000000 0.994453 -1.000000 -0.979809 -1.000000 1.000000 1.000000 
0.185417 1.000000 -1.000000 0.924943 1.000000 -0.988636 -1.000000 0.999856 -0.997115 -1.000000 0.999557 -0.999839 0.999999 1.000000 0.991129 -1.000000 -1.000000 -1.000000 1.000000 1.000000 
0.094631 1.000000 -1.000000 -0.992998 1.000000 -0.999997 -1.000000 1.000000 -0.099864 -0.998803 0.999884 -0.999915 0.999997 1.000000 -0.999999 -0.235210 -1.000000 -1.000000 1.000000 1.000000 
0.165704 1.000000 0.998347 -0.998405 1.000000 -1.000000 1.000000 1.000000 -0.877617 0.903761 0.999966 -1.000000 0.930587 0.999991 0.544170 -0.986182 -1.000000 -1.000000 1.000000 1.000000 
0.122544 1.000000 -1.000000 0.998004 1.000000 -0.999753 1.000000 1.000000 -0.999728 -0.999141 0.999996 0.999980 0.999899 1.000000 0.427443 0.942755 -1.000000 -1.000000 1.000000 1.000000 
-0.014025 1.000000 0.998114 0.914117 1.000000 -0.999054 1.000000 1.000000 -1.000000 -0.999987 -1.000000 0.999996 -0.121902 0.999679 -0.999999 0.994848 -1.000000 -1.000000 1.000000 1.000000 
-0.074755 1.000000 -0.999969 0.990878 1.000000 -0.999981 0.998990 0.999999 -1.000000 0.981790 1.000000 0.317705 1.000000 1.000000 -0.999999 1.000000 -1.000000 -1.000000 0.978912 1.000000 
0.041094 1.000000 0.999201 0.932321 1.000000 -1.000000 -1.000000 1.000000 -1.000000 -0.981431 1.000000 1.000000 1.000000 1.000000 -0.994893 1.000000 -1.000000 -0.999511 -1.000000 1.000000 
0.000000 1.000000 -0.999303 0.996471 1.000000 -1.000000 -1.000000 1.000000 -0.999996 0.997738 0.997967 1.000000 1.000000 -0.999972 -0.844485 1.000000 -1.000000 -1.000000 -1.000000 1.000000 
-0.043752 1.000000 -0.999715 0.999902 1.000000 -1.000000 -1.000000 0.999593 -0.999997 0.999032 1.000000 -0.733469 1.000000 0.999999 -0.999973 1.000000 -1.000000 -1.000000 -0.999953 1.000000 
0.007016 1.000000 -0.999999 -0.999542 0.999996 -1.000000 0.999339 0.986315 -1.000000 -0.447781 -0.916184 0.166125 1.000000 1.000000 -0.994504 -0.948996 -1.000000 -1.000000 -1.000000 1.000000 
-0.010208 1.000000 -1.000000 -0.999855 1.000000 -1.000000 0.472728 -0.999665 -0.999998 0.981849 -0.985758 0.088688 0.998140 1.000000 -0.826702 1.000000 -1.000000 -1.000000 -1.000000 1.000000 
-0.075449 1.000000 -1.000000 -1.000000 0.999999 -1.000000 0.619635 1.000000 -0.999929 -1.000000 -0.999964 0.532819 1.000000 1.000000 -0.819722 1.000000 -1.000000 -1.000000 -1.000000 0.909371 
