50. 7.958924e-02
51. 1.576179e-01
52. 2.311449e-01
53. 2.977354e-01
54. 3.556938e-01
55. 4.041681e-01
56. 4.431207e-01
57. 4.731893e-01
58. 4.954816e-01
59. 5.113507e-01
60. 5.221945e-01
61. 5.293053e-01
62. 5.337781e-01
63. 5.364761e-01
64. 5.380358e-01
65. 5.388997e-01
66. 5.393578e-01
67. 5.395902e-01
68. 5.397030e-01
69. 5.397554e-01
70. 5.397785e-01
71. 5.397883e-01
72. 5.397923e-01
73. 5.397938e-01
74. 5.397943e-01
75. 5.397945e-01
76. 5.397946e-01
77. 5.397946e-01
78. 5.397946e-01
79. 5.397946e-01
80. 5.397946e-01
81. 5.397946e-01
82. 5.397946e-01
83. 5.397946e-01
84. 5.397946e-01
85. 5.397946e-01
86. 5.397946e-01
87. 5.397946e-01
88. 5.397946e-01
89. 5.397946e-01
90. 5.397946e-01
91. 5.397946e-01
92. 5.397946e-01
93. 5.397946e-01
94. 5.397946e-01
95. 5.397946e-01
96. 5.397946e-01
97. 5.397946e-01
98. 5.397946e-01
99. 5.397946e-01
