230. netqlty 1.00, netp 0.5043, onep 0.5087, zerop 0.4913, randp 0.4783, kuperinp 0.4696, sxs 0
231. netqlty 1.00, netp 0.5065, onep 0.5065, zerop 0.4935, randp 0.4762, kuperinp 0.4719, sxs 1
232. netqlty 1.00, netp 0.5043, onep 0.5086, zerop 0.4914, randp 0.4741, kuperinp 0.4698, sxs 0
233. netqlty 1.00, netp 0.5064, onep 0.5107, zerop 0.4893, randp 0.4721, kuperinp 0.4721, sxs 1
234. netqlty 1.00, netp 0.5043, onep 0.5085, zerop 0.4915, randp 0.4701, kuperinp 0.4701, sxs 0
235. netqlty 1.00, netp 0.5064, onep 0.5106, zerop 0.4894, randp 0.4681, kuperinp 0.4681, sxs 1
236. netqlty 1.00, netp 0.5085, onep 0.5127, zerop 0.4873, randp 0.4703, kuperinp 0.4703, sxs 1
237. netqlty 1.00, netp 0.5105, onep 0.5148, zerop 0.4852, randp 0.4684, kuperinp 0.4726, sxs 1
238. netqlty 1.00, netp 0.5084, onep 0.5126, zerop 0.4874, randp 0.4706, kuperinp 0.4706, sxs 0
239. netqlty 0.80, netp 0.5063, onep 0.5146, zerop 0.4854, randp 0.4686, kuperinp 0.4686, sxs 0
240. netqlty 1.00, netp 0.5083, onep 0.5167, zerop 0.4833, randp 0.4708, kuperinp 0.4708, sxs 1
241. netqlty 1.00, netp 0.5104, onep 0.5145, zerop 0.4855, randp 0.4730, kuperinp 0.4689, sxs 1
242. netqlty 0.86, netp 0.5124, onep 0.5165, zerop 0.4835, randp 0.4711, kuperinp 0.4669, sxs 1
243. netqlty 1.00, netp 0.5144, onep 0.5144, zerop 0.4856, randp 0.4733, kuperinp 0.4650, sxs 1
244. netqlty 1.00, netp 0.5164, onep 0.5164, zerop 0.4836, randp 0.4754, kuperinp 0.4631, sxs 1
245. netqlty 1.00, netp 0.5184, onep 0.5143, zerop 0.4857, randp 0.4776, kuperinp 0.4612, sxs 1
246. netqlty 1.00, netp 0.5163, onep 0.5122, zerop 0.4878, randp 0.4756, kuperinp 0.4634, sxs 0
247. netqlty 1.00, netp 0.5182, onep 0.5101, zerop 0.4899, randp 0.4737, kuperinp 0.4656, sxs 1
248. netqlty 1.00, netp 0.5161, onep 0.5121, zerop 0.4879, randp 0.4758, kuperinp 0.4637, sxs 0
249. netqlty 1.00, netp 0.5181, onep 0.5141, zerop 0.4859, randp 0.4739, kuperinp 0.4659, sxs 1
250. netqlty 1.00, netp 0.5160, onep 0.5120, zerop 0.4880, randp 0.4760, kuperinp 0.4640, sxs 0
251. netqlty 1.00, netp 0.5139, onep 0.5139, zerop 0.4861, randp 0.4781, kuperinp 0.4622, sxs 0
252. netqlty 1.00, netp 0.5119, onep 0.5159, zerop 0.4841, randp 0.4802, kuperinp 0.4643, sxs 0
253. netqlty 1.00, netp 0.5099, onep 0.5178, zerop 0.4822, randp 0.4822, kuperinp 0.4664, sxs 0
254. netqlty 1.00, netp 0.5079, onep 0.5157, zerop 0.4843, randp 0.4843, kuperinp 0.4646, sxs 0
255. netqlty 1.00, netp 0.5059, onep 0.5137, zerop 0.4863, randp 0.4824, kuperinp 0.4667, sxs 0
256. netqlty 0.80, netp 0.5039, onep 0.5156, zerop 0.4844, randp 0.4844, kuperinp 0.4648, sxs 0
257. netqlty 0.83, netp 0.5019, onep 0.5136, zerop 0.4864, randp 0.4825, kuperinp 0.4630, sxs 0
258. netqlty 1.00, netp 0.5000, onep 0.5116, zerop 0.4884, randp 0.4806, kuperinp 0.4651, sxs 0
259. netqlty 1.00, netp 0.5019, onep 0.5135, zerop 0.4865, randp 0.4788, kuperinp 0.4633, sxs 1
260. netqlty 1.00, netp 0.5038, onep 0.5115, zerop 0.4885, randp 0.4769, kuperinp 0.4615, sxs 1
261. netqlty 1.00, netp 0.5057, onep 0.5096, zerop 0.4904, randp 0.4789, kuperinp 0.4636, sxs 1
262. netqlty 1.00, netp 0.5076, onep 0.5115, zerop 0.4885, randp 0.4809, kuperinp 0.4618, sxs 1
263. netqlty 1.00, netp 0.5095, onep 0.5095, zerop 0.4905, randp 0.4791, kuperinp 0.4601, sxs 1
264. netqlty 1.00, netp 0.5114, onep 0.5076, zerop 0.4924, randp 0.4811, kuperinp 0.4621, sxs 1
265. netqlty 1.00, netp 0.5094, onep 0.5057, zerop 0.4943, randp 0.4830, kuperinp 0.4642, sxs 0
266. netqlty 1.00, netp 0.5113, onep 0.5038, zerop 0.4962, randp 0.4850, kuperinp 0.4662, sxs 1
267. netqlty 1.00, netp 0.5094, onep 0.5056, zerop 0.4944, randp 0.4869, kuperinp 0.4644, sxs 0
268. netqlty 1.00, netp 0.5112, onep 0.5037, zerop 0.4963, randp 0.4851, kuperinp 0.4627, sxs 1
269. netqlty 1.00, netp 0.5093, onep 0.5019, zerop 0.4981, randp 0.4870, kuperinp 0.4647, sxs 0
270. netqlty 1.00, netp 0.5111, onep 0.5000, zerop 0.5000, randp 0.4889, kuperinp 0.4667, sxs 1
271. netqlty 1.00, netp 0.5092, onep 0.4982, zerop 0.5018, randp 0.4908, kuperinp 0.4686, sxs 0
272. netqlty 1.00, netp 0.5110, onep 0.5000, zerop 0.5000, randp 0.4890, kuperinp 0.4669, sxs 1
273. netqlty 1.00, netp 0.5128, onep 0.5018, zerop 0.4982, randp 0.4872, kuperinp 0.4689, sxs 1
274. netqlty 1.00, netp 0.5109, onep 0.5000, zerop 0.5000, randp 0.4854, kuperinp 0.4672, sxs 0
275. netqlty 1.00, netp 0.5091, onep 0.5018, zerop 0.4982, randp 0.4836, kuperinp 0.4655, sxs 0
276. netqlty 1.00, netp 0.5072, onep 0.5000, zerop 0.5000, randp 0.4819, kuperinp 0.4638, sxs 0
277. netqlty 1.00, netp 0.5054, onep 0.4982, zerop 0.5018, randp 0.4801, kuperinp 0.4657, sxs 0
278. netqlty 1.00, netp 0.5072, onep 0.4964, zerop 0.5036, randp 0.4784, kuperinp 0.4676, sxs 1
279. netqlty 1.00, netp 0.5090, onep 0.4982, zerop 0.5018, randp 0.4803, kuperinp 0.4659, sxs 1
280. netqlty 1.00, netp 0.5071, onep 0.5000, zerop 0.5000, randp 0.4821, kuperinp 0.4679, sxs 0
281. netqlty 1.00, netp 0.5053, onep 0.4982, zerop 0.5018, randp 0.4840, kuperinp 0.4662, sxs 0
282. netqlty 1.00, netp 0.5071, onep 0.4965, zerop 0.5035, randp 0.4823, kuperinp 0.4681, sxs 1
283. netqlty 1.00, netp 0.5088, onep 0.4947, zerop 0.5053, randp 0.4806, kuperinp 0.4700, sxs 1
284. netqlty 1.00, netp 0.5070, onep 0.4965, zerop 0.5035, randp 0.4789, kuperinp 0.4683, sxs 0
285. netqlty 1.00, netp 0.5053, onep 0.4947, zerop 0.5053, randp 0.4772, kuperinp 0.4667, sxs 0
286. netqlty 1.00, netp 0.5070, onep 0.4930, zerop 0.5070, randp 0.4790, kuperinp 0.4685, sxs 1
287. netqlty 1.00, netp 0.5052, onep 0.4913, zerop 0.5087, randp 0.4774, kuperinp 0.4704, sxs 0
288. netqlty 1.00, netp 0.5035, onep 0.4896, zerop 0.5104, randp 0.4792, kuperinp 0.4722, sxs 0
289. netqlty 1.00, netp 0.5052, onep 0.4879, zerop 0.5121, randp 0.4775, kuperinp 0.4740, sxs 1
290. netqlty 1.00, netp 0.5069, onep 0.4862, zerop 0.5138, randp 0.4759, kuperinp 0.4759, sxs 1
291. netqlty 1.00, netp 0.5052, onep 0.4880, zerop 0.5120, randp 0.4777, kuperinp 0.4742, sxs 0
292. netqlty 1.00, netp 0.5068, onep 0.4863, zerop 0.5137, randp 0.4795, kuperinp 0.4726, sxs 1
293. netqlty 1.00, netp 0.5051, onep 0.4881, zerop 0.5119, randp 0.4812, kuperinp 0.4710, sxs 0
294. netqlty 1.00, netp 0.5034, onep 0.4898, zerop 0.5102, randp 0.4796, kuperinp 0.4728, sxs 0
295. netqlty 1.00, netp 0.5017, onep 0.4881, zerop 0.5119, randp 0.4814, kuperinp 0.4712, sxs 0
296. netqlty 0.67, netp 0.5000, onep 0.4899, zerop 0.5101, randp 0.4797, kuperinp 0.4696, sxs 0
297. netqlty 1.00, netp 0.5017, onep 0.4882, zerop 0.5118, randp 0.4781, kuperinp 0.4680, sxs 1
298. netqlty 1.00, netp 0.5034, onep 0.4899, zerop 0.5101, randp 0.4765, kuperinp 0.4664, sxs 1
299. netqlty 1.00, netp 0.5017, onep 0.4883, zerop 0.5117, randp 0.4783, kuperinp 0.4649, sxs 0
300. netqlty 1.00, netp 0.5000, onep 0.4900, zerop 0.5100, randp 0.4800, kuperinp 0.4633, sxs 0
301. netqlty 1.00, netp 0.5017, onep 0.4884, zerop 0.5116, randp 0.4784, kuperinp 0.4618, sxs 1
302. netqlty 1.00, netp 0.5033, onep 0.4901, zerop 0.5099, randp 0.4801, kuperinp 0.4603, sxs 1
303. netqlty 1.00, netp 0.5050, onep 0.4884, zerop 0.5116, randp 0.4818, kuperinp 0.4587, sxs 1
304. netqlty 1.00, netp 0.5033, onep 0.4868, zerop 0.5132, randp 0.4836, kuperinp 0.4605, sxs 0
305. netqlty 1.00, netp 0.5049, onep 0.4885, zerop 0.5115, randp 0.4820, kuperinp 0.4590, sxs 1
306. netqlty 1.00, netp 0.5065, onep 0.4869, zerop 0.5131, randp 0.4837, kuperinp 0.4575, sxs 1
307. netqlty 1.00, netp 0.5049, onep 0.4853, zerop 0.5147, randp 0.4853, kuperinp 0.4593, sxs 0
308. netqlty 1.00, netp 0.5065, onep 0.4870, zerop 0.5130, randp 0.4870, kuperinp 0.4578, sxs 1
309. netqlty 1.00, netp 0.5081, onep 0.4854, zerop 0.5146, randp 0.4887, kuperinp 0.4563, sxs 1
310. netqlty 1.00, netp 0.5065, onep 0.4871, zerop 0.5129, randp 0.4903, kuperinp 0.4548, sxs 0
311. netqlty 1.00, netp 0.5048, onep 0.4855, zerop 0.5145, randp 0.4887, kuperinp 0.4534, sxs 0
312. netqlty 1.00, netp 0.5032, onep 0.4872, zerop 0.5128, randp 0.4872, kuperinp 0.4519, sxs 0
313. netqlty 1.00, netp 0.5016, onep 0.4888, zerop 0.5112, randp 0.4856, kuperinp 0.4537, sxs 0
314. netqlty 1.00, netp 0.5000, onep 0.4873, zerop 0.5127, randp 0.4841, kuperinp 0.4522, sxs 0
315. netqlty 1.00, netp 0.5016, onep 0.4889, zerop 0.5111, randp 0.4857, kuperinp 0.4508, sxs 1
316. netqlty 1.00, netp 0.5000, onep 0.4905, zerop 0.5095, randp 0.4873, kuperinp 0.4525, sxs 0
317. netqlty 1.00, netp 0.4984, onep 0.4890, zerop 0.5110, randp 0.4858, kuperinp 0.4511, sxs 0
318. netqlty 1.00, netp 0.4969, onep 0.4874, zerop 0.5126, randp 0.4874, kuperinp 0.4528, sxs 0
319. netqlty 1.00, netp 0.4953, onep 0.4890, zerop 0.5110, randp 0.4890, kuperinp 0.4514, sxs 0
320. netqlty 1.00, netp 0.4969, onep 0.4875, zerop 0.5125, randp 0.4906, kuperinp 0.4500, sxs 1
321. netqlty 1.00, netp 0.4953, onep 0.4860, zerop 0.5140, randp 0.4922, kuperinp 0.4517, sxs 0
322. netqlty 1.00, netp 0.4938, onep 0.4845, zerop 0.5155, randp 0.4938, kuperinp 0.4534, sxs 0
323. netqlty 1.00, netp 0.4923, onep 0.4830, zerop 0.5170, randp 0.4923, kuperinp 0.4551, sxs 0
324. netqlty 1.00, netp 0.4938, onep 0.4815, zerop 0.5185, randp 0.4907, kuperinp 0.4568, sxs 1
325. netqlty 1.00, netp 0.4923, onep 0.4831, zerop 0.5169, randp 0.4892, kuperinp 0.4554, sxs 0
326. netqlty 1.00, netp 0.4939, onep 0.4816, zerop 0.5184, randp 0.4877, kuperinp 0.4540, sxs 1
327. netqlty 1.00, netp 0.4954, onep 0.4832, zerop 0.5168, randp 0.4893, kuperinp 0.4526, sxs 1
328. netqlty 1.00, netp 0.4939, onep 0.4848, zerop 0.5152, randp 0.4909, kuperinp 0.4543, sxs 0
329. netqlty 1.00, netp 0.4954, onep 0.4863, zerop 0.5137, randp 0.4924, kuperinp 0.4559, sxs 1
330. netqlty 1.00, netp 0.4970, onep 0.4848, zerop 0.5152, randp 0.4909, kuperinp 0.4545, sxs 1
331. netqlty 1.00, netp 0.4985, onep 0.4864, zerop 0.5136, randp 0.4894, kuperinp 0.4532, sxs 1
332. netqlty 1.00, netp 0.4970, onep 0.4880, zerop 0.5120, randp 0.4910, kuperinp 0.4548, sxs 0
333. netqlty 1.00, netp 0.4955, onep 0.4895, zerop 0.5105, randp 0.4895, kuperinp 0.4565, sxs 0
334. netqlty 1.00, netp 0.4970, onep 0.4880, zerop 0.5120, randp 0.4880, kuperinp 0.4551, sxs 1
335. netqlty 1.00, netp 0.4985, onep 0.4896, zerop 0.5104, randp 0.4896, kuperinp 0.4537, sxs 1
336. netqlty 1.00, netp 0.5000, onep 0.4911, zerop 0.5089, randp 0.4881, kuperinp 0.4554, sxs 1
337. netqlty 1.00, netp 0.5015, onep 0.4926, zerop 0.5074, randp 0.4866, kuperinp 0.4570, sxs 1
338. netqlty 1.00, netp 0.5000, onep 0.4941, zerop 0.5059, randp 0.4852, kuperinp 0.4586, sxs 0
339. netqlty 1.00, netp 0.5015, onep 0.4926, zerop 0.5074, randp 0.4867, kuperinp 0.4572, sxs 1
340. netqlty 1.00, netp 0.5029, onep 0.4941, zerop 0.5059, randp 0.4882, kuperinp 0.4559, sxs 1
341. netqlty 1.00, netp 0.5044, onep 0.4956, zerop 0.5044, randp 0.4868, kuperinp 0.4575, sxs 1
342. netqlty 0.88, netp 0.5029, onep 0.4942, zerop 0.5058, randp 0.4883, kuperinp 0.4561, sxs 0
343. netqlty 1.00, netp 0.5015, onep 0.4956, zerop 0.5044, randp 0.4898, kuperinp 0.4548, sxs 0
344. netqlty 1.00, netp 0.5000, onep 0.4942, zerop 0.5058, randp 0.4913, kuperinp 0.4535, sxs 0
345. netqlty 0.86, netp 0.4986, onep 0.4928, zerop 0.5072, randp 0.4899, kuperinp 0.4551, sxs 0
346. netqlty 1.00, netp 0.5000, onep 0.4913, zerop 0.5087, randp 0.4884, kuperinp 0.4566, sxs 1
347. netqlty 0.80, netp 0.5014, onep 0.4899, zerop 0.5101, randp 0.4899, kuperinp 0.4582, sxs 1
348. netqlty 1.00, netp 0.5029, onep 0.4885, zerop 0.5115, randp 0.4885, kuperinp 0.4598, sxs 1
349. netqlty 1.00, netp 0.5014, onep 0.4900, zerop 0.5100, randp 0.4871, kuperinp 0.4585, sxs 0
350. netqlty 1.00, netp 0.5029, onep 0.4914, zerop 0.5086, randp 0.4857, kuperinp 0.4600, sxs 1
351. netqlty 1.00, netp 0.5014, onep 0.4900, zerop 0.5100, randp 0.4872, kuperinp 0.4587, sxs 0
352. netqlty 1.00, netp 0.5000, onep 0.4915, zerop 0.5085, randp 0.4886, kuperinp 0.4574, sxs 0
353. netqlty 1.00, netp 0.5014, onep 0.4901, zerop 0.5099, randp 0.4873, kuperinp 0.4561, sxs 1
354. netqlty 1.00, netp 0.5000, onep 0.4887, zerop 0.5113, randp 0.4887, kuperinp 0.4576, sxs 0
355. netqlty 1.00, netp 0.5014, onep 0.4901, zerop 0.5099, randp 0.4901, kuperinp 0.4563, sxs 1
356. netqlty 1.00, netp 0.5028, onep 0.4888, zerop 0.5112, randp 0.4888, kuperinp 0.4551, sxs 1
357. netqlty 1.00, netp 0.5014, onep 0.4874, zerop 0.5126, randp 0.4902, kuperinp 0.4566, sxs 0
358. netqlty 1.00, netp 0.5000, onep 0.4860, zerop 0.5140, randp 0.4888, kuperinp 0.4581, sxs 0
359. netqlty 1.00, netp 0.5014, onep 0.4847, zerop 0.5153, randp 0.4875, kuperinp 0.4596, sxs 1
360. netqlty 1.00, netp 0.5028, onep 0.4861, zerop 0.5139, randp 0.4861, kuperinp 0.4583, sxs 1
361. netqlty 1.00, netp 0.5042, onep 0.4848, zerop 0.5152, randp 0.4848, kuperinp 0.4571, sxs 1
362. netqlty 1.00, netp 0.5055, onep 0.4834, zerop 0.5166, randp 0.4834, kuperinp 0.4586, sxs 1
363. netqlty 1.00, netp 0.5041, onep 0.4848, zerop 0.5152, randp 0.4848, kuperinp 0.4573, sxs 0
364. netqlty 0.67, netp 0.5055, onep 0.4835, zerop 0.5165, randp 0.4863, kuperinp 0.4560, sxs 1
365. netqlty 1.00, netp 0.5041, onep 0.4822, zerop 0.5178, randp 0.4877, kuperinp 0.4575, sxs 0
366. netqlty 1.00, netp 0.5055, onep 0.4836, zerop 0.5164, randp 0.4891, kuperinp 0.4563, sxs 1
367. netqlty 1.00, netp 0.5068, onep 0.4823, zerop 0.5177, randp 0.4905, kuperinp 0.4550, sxs 1
368. netqlty 1.00, netp 0.5054, onep 0.4837, zerop 0.5163, randp 0.4891, kuperinp 0.4538, sxs 0
369. netqlty 1.00, netp 0.5068, onep 0.4824, zerop 0.5176, randp 0.4878, kuperinp 0.4526, sxs 1
370. netqlty 1.00, netp 0.5081, onep 0.4838, zerop 0.5162, randp 0.4892, kuperinp 0.4514, sxs 1
371. netqlty 1.00, netp 0.5067, onep 0.4852, zerop 0.5148, randp 0.4879, kuperinp 0.4528, sxs 0
372. netqlty 1.00, netp 0.5054, onep 0.4866, zerop 0.5134, randp 0.4866, kuperinp 0.4543, sxs 0
373. netqlty 1.00, netp 0.5067, onep 0.4853, zerop 0.5147, randp 0.4853, kuperinp 0.4531, sxs 1
374. netqlty 1.00, netp 0.5080, onep 0.4866, zerop 0.5134, randp 0.4840, kuperinp 0.4519, sxs 1
375. netqlty 1.00, netp 0.5067, onep 0.4853, zerop 0.5147, randp 0.4827, kuperinp 0.4507, sxs 0
376. netqlty 1.00, netp 0.5053, onep 0.4840, zerop 0.5160, randp 0.4840, kuperinp 0.4521, sxs 0
377. netqlty 1.00, netp 0.5066, onep 0.4828, zerop 0.5172, randp 0.4828, kuperinp 0.4536, sxs 1
378. netqlty 1.00, netp 0.5053, onep 0.4815, zerop 0.5185, randp 0.4841, kuperinp 0.4550, sxs 0
379. netqlty 1.00, netp 0.5040, onep 0.4828, zerop 0.5172, randp 0.4828, kuperinp 0.4538, sxs 0
380. netqlty 1.00, netp 0.5053, onep 0.4816, zerop 0.5184, randp 0.4816, kuperinp 0.4526, sxs 1
381. netqlty 1.00, netp 0.5039, onep 0.4803, zerop 0.5197, randp 0.4803, kuperinp 0.4541, sxs 0
382. netqlty 1.00, netp 0.5052, onep 0.4791, zerop 0.5209, randp 0.4791, kuperinp 0.4555, sxs 1
383. netqlty 1.00, netp 0.5065, onep 0.4804, zerop 0.5196, randp 0.4804, kuperinp 0.4543, sxs 1
384. netqlty 1.00, netp 0.5052, onep 0.4818, zerop 0.5182, randp 0.4792, kuperinp 0.4557, sxs 0
385. netqlty 1.00, netp 0.5039, onep 0.4831, zerop 0.5169, randp 0.4779, kuperinp 0.4571, sxs 0
386. netqlty 1.00, netp 0.5052, onep 0.4845, zerop 0.5155, randp 0.4793, kuperinp 0.4585, sxs 1
387. netqlty 1.00, netp 0.5039, onep 0.4832, zerop 0.5168, randp 0.4806, kuperinp 0.4574, sxs 0
388. netqlty 1.00, netp 0.5052, onep 0.4820, zerop 0.5180, randp 0.4794, kuperinp 0.4588, sxs 1
389. netqlty 1.00, netp 0.5064, onep 0.4833, zerop 0.5167, randp 0.4807, kuperinp 0.4576, sxs 1
390. netqlty 1.00, netp 0.5051, onep 0.4821, zerop 0.5179, randp 0.4795, kuperinp 0.4564, sxs 0
391. netqlty 1.00, netp 0.5038, onep 0.4834, zerop 0.5166, randp 0.4783, kuperinp 0.4552, sxs 0
392. netqlty 1.00, netp 0.5051, onep 0.4821, zerop 0.5179, randp 0.4770, kuperinp 0.4541, sxs 1
393. netqlty 1.00, netp 0.5064, onep 0.4835, zerop 0.5165, randp 0.4758, kuperinp 0.4529, sxs 1
394. netqlty 1.00, netp 0.5076, onep 0.4822, zerop 0.5178, randp 0.4746, kuperinp 0.4518, sxs 1
395. netqlty 1.00, netp 0.5063, onep 0.4810, zerop 0.5190, randp 0.4734, kuperinp 0.4532, sxs 0
396. netqlty 1.00, netp 0.5076, onep 0.4798, zerop 0.5202, randp 0.4722, kuperinp 0.4545, sxs 1
397. netqlty 1.00, netp 0.5088, onep 0.4811, zerop 0.5189, randp 0.4710, kuperinp 0.4534, sxs 1
398. netqlty 1.00, netp 0.5101, onep 0.4799, zerop 0.5201, randp 0.4724, kuperinp 0.4523, sxs 1
399. netqlty 1.00, netp 0.5088, onep 0.4787, zerop 0.5213, randp 0.4712, kuperinp 0.4536, sxs 0
400. netqlty 1.00, netp 0.5075, onep 0.4775, zerop 0.5225, randp 0.4725, kuperinp 0.4550, sxs 0
401. netqlty 1.00, netp 0.5087, onep 0.4763, zerop 0.5237, randp 0.4738, kuperinp 0.4564, sxs 1
402. netqlty 1.00, netp 0.5100, onep 0.4776, zerop 0.5224, randp 0.4726, kuperinp 0.4552, sxs 1
403. netqlty 1.00, netp 0.5087, onep 0.4764, zerop 0.5236, randp 0.4739, kuperinp 0.4541, sxs 0
404. netqlty 1.00, netp 0.5099, onep 0.4752, zerop 0.5248, randp 0.4728, kuperinp 0.4554, sxs 1
405. netqlty 1.00, netp 0.5111, onep 0.4741, zerop 0.5259, randp 0.4741, kuperinp 0.4568, sxs 1
406. netqlty 1.00, netp 0.5099, onep 0.4754, zerop 0.5246, randp 0.4729, kuperinp 0.4557, sxs 0
407. netqlty 1.00, netp 0.5086, onep 0.4767, zerop 0.5233, randp 0.4742, kuperinp 0.4570, sxs 0
408. netqlty 1.00, netp 0.5098, onep 0.4779, zerop 0.5221, randp 0.4730, kuperinp 0.4583, sxs 1
409. netqlty 1.00, netp 0.5110, onep 0.4792, zerop 0.5208, randp 0.4719, kuperinp 0.4597, sxs 1
410. netqlty 1.00, netp 0.5098, onep 0.4780, zerop 0.5220, randp 0.4732, kuperinp 0.4585, sxs 0
411. netqlty 1.00, netp 0.5085, onep 0.4793, zerop 0.5207, randp 0.4745, kuperinp 0.4574, sxs 0
412. netqlty 1.00, netp 0.5073, onep 0.4806, zerop 0.5194, randp 0.4757, kuperinp 0.4587, sxs 0
413. netqlty 1.00, netp 0.5085, onep 0.4794, zerop 0.5206, randp 0.4770, kuperinp 0.4576, sxs 1
414. netqlty 1.00, netp 0.5097, onep 0.4783, zerop 0.5217, randp 0.4783, kuperinp 0.4589, sxs 1
415. netqlty 1.00, netp 0.5108, onep 0.4771, zerop 0.5229, randp 0.4771, kuperinp 0.4602, sxs 1
416. netqlty 1.00, netp 0.5120, onep 0.4760, zerop 0.5240, randp 0.4784, kuperinp 0.4615, sxs 1
417. netqlty 1.00, netp 0.5132, onep 0.4748, zerop 0.5252, randp 0.4796, kuperinp 0.4628, sxs 1
418. netqlty 1.00, netp 0.5120, onep 0.4761, zerop 0.5239, randp 0.4809, kuperinp 0.4617, sxs 0
419. netqlty 1.00, netp 0.5107, onep 0.4749, zerop 0.5251, randp 0.4821, kuperinp 0.4606, sxs 0
420. netqlty 1.00, netp 0.5119, onep 0.4738, zerop 0.5262, randp 0.4810, kuperinp 0.4619, sxs 1
421. netqlty 1.00, netp 0.5131, onep 0.4751, zerop 0.5249, randp 0.4798, kuperinp 0.4608, sxs 1
422. netqlty 1.00, netp 0.5118, onep 0.4763, zerop 0.5237, randp 0.4787, kuperinp 0.4621, sxs 0
423. netqlty 1.00, netp 0.5106, onep 0.4752, zerop 0.5248, randp 0.4799, kuperinp 0.4610, sxs 0
424. netqlty 0.67, netp 0.5118, onep 0.4741, zerop 0.5259, randp 0.4788, kuperinp 0.4623, sxs 1
425. netqlty 1.00, netp 0.5129, onep 0.4729, zerop 0.5271, randp 0.4776, kuperinp 0.4635, sxs 1
426. netqlty 1.00, netp 0.5141, onep 0.4718, zerop 0.5282, randp 0.4789, kuperinp 0.4648, sxs 1
427. netqlty 1.00, netp 0.5129, onep 0.4731, zerop 0.5269, randp 0.4778, kuperinp 0.4637, sxs 0
428. netqlty 1.00, netp 0.5117, onep 0.4720, zerop 0.5280, randp 0.4790, kuperinp 0.4626, sxs 0
429. netqlty 1.00, netp 0.5128, onep 0.4709, zerop 0.5291, randp 0.4779, kuperinp 0.4639, sxs 1
430. netqlty 1.00, netp 0.5140, onep 0.4698, zerop 0.5302, randp 0.4767, kuperinp 0.4651, sxs 1
431. netqlty 1.00, netp 0.5151, onep 0.4687, zerop 0.5313, randp 0.4780, kuperinp 0.4664, sxs 1
432. netqlty 1.00, netp 0.5139, onep 0.4699, zerop 0.5301, randp 0.4792, kuperinp 0.4653, sxs 0
433. netqlty 1.00, netp 0.5127, onep 0.4711, zerop 0.5289, randp 0.4781, kuperinp 0.4665, sxs 0
434. netqlty 1.00, netp 0.5115, onep 0.4724, zerop 0.5276, randp 0.4793, kuperinp 0.4677, sxs 0
435. netqlty 1.00, netp 0.5103, onep 0.4713, zerop 0.5287, randp 0.4805, kuperinp 0.4667, sxs 0
436. netqlty 1.00, netp 0.5092, onep 0.4702, zerop 0.5298, randp 0.4817, kuperinp 0.4679, sxs 0
437. netqlty 1.00, netp 0.5103, onep 0.4691, zerop 0.5309, randp 0.4828, kuperinp 0.4691, sxs 1
438. netqlty 1.00, netp 0.5091, onep 0.4703, zerop 0.5297, randp 0.4840, kuperinp 0.4680, sxs 0
439. netqlty 1.00, netp 0.5080, onep 0.4692, zerop 0.5308, randp 0.4852, kuperinp 0.4670, sxs 0
440. netqlty 1.00, netp 0.5091, onep 0.4682, zerop 0.5318, randp 0.4864, kuperinp 0.4682, sxs 1
441. netqlty 1.00, netp 0.5079, onep 0.4694, zerop 0.5306, randp 0.4875, kuperinp 0.4671, sxs 0
442. netqlty 1.00, netp 0.5090, onep 0.4706, zerop 0.5294, randp 0.4887, kuperinp 0.4683, sxs 1
443. netqlty 1.00, netp 0.5079, onep 0.4695, zerop 0.5305, randp 0.4876, kuperinp 0.4673, sxs 0
444. netqlty 1.00, netp 0.5090, onep 0.4685, zerop 0.5315, randp 0.4865, kuperinp 0.4685, sxs 1
445. netqlty 1.00, netp 0.5079, onep 0.4697, zerop 0.5303, randp 0.4876, kuperinp 0.4674, sxs 0
446. netqlty 1.00, netp 0.5090, onep 0.4686, zerop 0.5314, randp 0.4888, kuperinp 0.4664, sxs 1
447. netqlty 1.00, netp 0.5078, onep 0.4698, zerop 0.5302, randp 0.4877, kuperinp 0.4653, sxs 0
448. netqlty 1.00, netp 0.5089, onep 0.4688, zerop 0.5312, randp 0.4888, kuperinp 0.4643, sxs 1
449. netqlty 1.00, netp 0.5078, onep 0.4699, zerop 0.5301, randp 0.4878, kuperinp 0.4633, sxs 0
450. netqlty 1.00, netp 0.5089, onep 0.4689, zerop 0.5311, randp 0.4867, kuperinp 0.4622, sxs 1
451. netqlty 1.00, netp 0.5078, onep 0.4701, zerop 0.5299, randp 0.4856, kuperinp 0.4612, sxs 0
452. netqlty 1.00, netp 0.5066, onep 0.4712, zerop 0.5288, randp 0.4867, kuperinp 0.4624, sxs 0
453. netqlty 1.00, netp 0.5077, onep 0.4724, zerop 0.5276, randp 0.4879, kuperinp 0.4636, sxs 1
454. netqlty 1.00, netp 0.5088, onep 0.4714, zerop 0.5286, randp 0.4890, kuperinp 0.4626, sxs 1
455. netqlty 1.00, netp 0.5077, onep 0.4703, zerop 0.5297, randp 0.4879, kuperinp 0.4637, sxs 0
456. netqlty 1.00, netp 0.5066, onep 0.4715, zerop 0.5285, randp 0.4890, kuperinp 0.4627, sxs 0
457. netqlty 1.00, netp 0.5055, onep 0.4705, zerop 0.5295, randp 0.4902, kuperinp 0.4617, sxs 0
458. netqlty 1.00, netp 0.5044, onep 0.4694, zerop 0.5306, randp 0.4891, kuperinp 0.4629, sxs 0
